0
0
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.57,0.04,0.39>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.7,0.03,0.27>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.84,0.01,0.15>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.84,0.01,0.15>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.17,0.03,0.8>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.84,0.01,0.15>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.84,0.01,0.15>}] generated by model agent_sir_config_62
16
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.83,0.01,0.16>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.83,0.01,0.16>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.83,0.01,0.16>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.83,0.01,0.16>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.83,0.01,0.16>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.83,0.01,0.16>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.55,0.04,0.41>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.68,0.03,0.29>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.83,0.01,0.16>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.83,0.01,0.16>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.15,0.03,0.82>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.83,0.01,0.16>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.83,0.01,0.16>}] generated by model agent_sir_config_62
17
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.82,0.01,0.17>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.82,0.01,0.17>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.82,0.01,0.17>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.82,0.01,0.17>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.82,0.01,0.17>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.82,0.01,0.17>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.54,0.03,0.43>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.66,0.03,0.31>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.82,0.01,0.17>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.82,0.01,0.17>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.14,0.02,0.84>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.82,0.01,0.17>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.82,0.01,0.17>}] generated by model agent_sir_config_62
18
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.81,0.01,0.18>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.81,0.01,0.18>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.81,0.01,0.18>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.81,0.01,0.18>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.81,0.01,0.18>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.81,0.01,0.18>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.52,0.03,0.45>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.64,0.03,0.33>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.81,0.01,0.18>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.81,0.01,0.18>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.13,0.02,0.85>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.81,0.01,0.18>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.81,0.01,0.18>}] generated by model agent_sir_config_62
19
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.8,0.01,0.19>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.8,0.01,0.19>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.8,0.01,0.19>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.8,0.01,0.19>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.8,0.01,0.19>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.8,0.01,0.19>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.5,0.03,0.47>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.62,0.03,0.35>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.8,0.01,0.19>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.8,0.01,0.19>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.12,0.02,0.86>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.8,0.01,0.19>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.8,0.01,0.19>}] generated by model agent_sir_config_62
20
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.79,0.01,0.2>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.79,0.01,0.2>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.79,0.01,0.2>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.79,0.01,0.2>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.79,0.01,0.2>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.79,0.01,0.2>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.48,0.03,0.49>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.6,0.03,0.37>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.79,0.01,0.2>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.79,0.01,0.2>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.11,0.02,0.87>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.79,0.01,0.2>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.79,0.01,0.2>}] generated by model agent_sir_config_62
21
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.78,0.01,0.21>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.78,0.01,0.21>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.78,0.01,0.21>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.78,0.01,0.21>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.78,0.01,0.21>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.78,0.01,0.21>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.46,0.03,0.51>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.59,0.02,0.39>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.78,0.01,0.21>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.78,0.01,0.21>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.1,0.02,0.88>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.78,0.01,0.21>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.78,0.01,0.21>}] generated by model agent_sir_config_62
22
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.77,0.01,0.22>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.77,0.01,0.22>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.77,0.01,0.22>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.77,0.01,0.22>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.77,0.01,0.22>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.77,0.01,0.22>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.44,0.03,0.53>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.58,0.02,0.4>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.77,0.01,0.22>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.77,0.01,0.22>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.09,0.02,0.89>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.77,0.01,0.22>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.77,0.01,0.22>}] generated by model agent_sir_config_62
23
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.76,0.01,0.23>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.76,0.01,0.23>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.76,0.01,0.23>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.76,0.01,0.23>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.76,0.01,0.23>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.76,0.01,0.23>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.42,0.03,0.55>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.57,0.02,0.41>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.76,0.01,0.23>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.76,0.01,0.23>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.08,0.02,0.9>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.76,0.01,0.23>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.76,0.01,0.23>}] generated by model agent_sir_config_62
24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.75,0.01,0.24>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.75,0.01,0.24>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.75,0.01,0.24>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.75,0.01,0.24>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.75,0.01,0.24>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.75,0.01,0.24>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.41,0.02,0.57>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.56,0.02,0.42>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.75,0.01,0.24>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.75,0.01,0.24>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.08,0.01,0.91>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.75,0.01,0.24>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.75,0.01,0.24>}] generated by model agent_sir_config_62
25
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.74,0.01,0.25>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.74,0.01,0.25>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.74,0.01,0.25>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.74,0.01,0.25>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.74,0.01,0.25>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.74,0.01,0.25>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.4,0.02,0.58>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.55,0.02,0.43>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.74,0.01,0.25>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.74,0.01,0.25>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.07,0.01,0.92>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.74,0.01,0.25>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.74,0.01,0.25>}] generated by model agent_sir_config_62
26
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.73,0.01,0.26>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.73,0.01,0.26>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.73,0.01,0.26>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.73,0.01,0.26>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.73,0.01,0.26>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.73,0.01,0.26>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.39,0.02,0.59>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.54,0.02,0.44>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.73,0.01,0.26>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.73,0.01,0.26>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.06,0.01,0.93>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.73,0.01,0.26>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.73,0.01,0.26>}] generated by model agent_sir_config_62
27
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.72,0.01,0.27>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.72,0.01,0.27>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.72,0.01,0.27>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.72,0.01,0.27>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.72,0.01,0.27>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.72,0.01,0.27>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.38,0.02,0.6>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.53,0.02,0.45>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.72,0.01,0.27>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.72,0.01,0.27>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.05,0.01,0.94>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.72,0.01,0.27>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.72,0.01,0.27>}] generated by model agent_sir_config_62
28
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.71,0.01,0.28>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.71,0.01,0.28>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.71,0.01,0.28>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.71,0.01,0.28>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.71,0.01,0.28>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.71,0.01,0.28>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.37,0.02,0.61>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.52,0.02,0.46>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.71,0.01,0.28>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.71,0.01,0.28>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.04,0.01,0.95>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.71,0.01,0.28>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.71,0.01,0.28>}] generated by model agent_sir_config_62
29
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.7,0.01,0.29>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.7,0.01,0.29>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.7,0.01,0.29>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.7,0.01,0.29>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.7,0.01,0.29>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.7,0.01,0.29>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.36,0.02,0.62>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.51,0.02,0.47>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.7,0.01,0.29>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.7,0.01,0.29>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.03,0.01,0.96>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.7,0.01,0.29>}] generated by model agent_sir_config_61
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {62 ; <35944,0.7,0.01,0.29>}] generated by model agent_sir_config_62
30
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {10 ; <519716,0.69,0.01,0.3>}] generated by model agent_sir_config_10
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {11 ; <142907,0.69,0.01,0.3>}] generated by model agent_sir_config_11
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {12 ; <923598,0.69,0.01,0.3>}] generated by model agent_sir_config_12
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {13 ; <747101,0.69,0.01,0.3>}] generated by model agent_sir_config_13
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {24 ; <8164361,0.69,0.01,0.3>}] generated by model agent_sir_config_24
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {35 ; <13448494,0.69,0.01,0.3>}] generated by model agent_sir_config_35
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {46 ; <1278365,0.35,0.02,0.63>}] generated by model agent_sir_config_46
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {47 ; <1098352,0.5,0.02,0.48>}] generated by model agent_sir_config_47
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {48 ; <4067175,0.69,0.01,0.3>}] generated by model agent_sir_config_48
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {59 ; <4648055,0.69,0.01,0.3>}] generated by model agent_sir_config_59
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {60 ; <35874,0.02,0.01,0.97>}] generated by model agent_sir_config_60
[cadmium::celldevs::cell_ports_def<std::string, sir>::cell_out: {61 ; <41786,0.69,0.01,0.3>}] generated by model agent_sir_config_61
